timestamp,temperature,humidity,wind_speed,solar_radiation
2024-01-04 10:00:00,26.5,60,2.53,483.0
2024-01-04 11:00:00,28.2,55,3.05,631.0
2024-01-04 12:00:00,28.9,53,3.68,720.0
2024-01-04 13:00:00,28.8,55,4.74,738.0
2024-01-04 14:00:00,28.6,53,5.09,687.0
2024-01-04 15:00:00,28.1,51,5.02,570.0
2024-01-04 16:00:00,26.8,59,5.17,396.0
2024-01-04 17:00:00,25.2,71,4.78,189.0
2024-01-04 18:00:00,23.9,76,4.55,26.0
2024-01-04 19:00:00,23.1,83,4.44,0.0
2024-01-04 20:00:00,22.4,90,4.14,0.0
2024-01-04 21:00:00,22.0,93,4.68,0.0
2024-01-04 22:00:00,21.6,90,4.41,0.0
2024-01-04 23:00:00,21.1,89,3.31,0.0
2024-01-05 00:00:00,20.6,90,2.6,0.0
2024-01-05 01:00:00,19.8,91,1.87,0.0
2024-01-05 02:00:00,18.9,93,1.57,0.0
2024-01-05 03:00:00,18.7,93,1.63,0.0
2024-01-05 04:00:00,18.7,92,1.8,0.0
2024-01-05 05:00:00,18.0,93,1.61,0.0
2024-01-05 06:00:00,18.4,94,1.84,0.0
2024-01-05 07:00:00,18.2,94,1.68,2.0
2024-01-05 08:00:00,19.1,92,2.19,81.0
2024-01-05 09:00:00,21.9,77,1.75,258.0
2024-01-05 10:00:00,25.3,61,1.66,482.0
2024-01-05 11:00:00,27.9,46,1.32,634.0
2024-01-05 12:00:00,29.5,35,1.42,721.0
2024-01-05 13:00:00,29.8,37,2.78,737.0
2024-01-05 14:00:00,29.4,43,4.13,683.0
2024-01-05 15:00:00,28.9,42,4.64,564.0
2024-01-05 16:00:00,27.9,43,4.88,391.0
2024-01-05 17:00:00,26.3,54,4.64,188.0
2024-01-05 18:00:00,24.5,76,4.34,26.0
2024-01-05 19:00:00,23.9,83,4.57,0.0
2024-01-05 20:00:00,23.2,85,4.46,0.0
2024-01-05 21:00:00,22.6,82,3.73,0.0
2024-01-05 22:00:00,21.8,80,2.92,0.0
2024-01-05 23:00:00,21.2,81,2.4,0.0
2024-01-06 00:00:00,20.5,83,2.21,0.0
2024-01-06 01:00:00,20.5,81,3.01,0.0
2024-01-06 02:00:00,20.7,73,3.42,0.0
2024-01-06 03:00:00,20.2,73,1.97,0.0
2024-01-06 04:00:00,19.7,75,1.94,0.0
2024-01-06 05:00:00,19.4,76,1.78,0.0
2024-01-06 06:00:00,20.7,76,2.2,0.0
2024-01-06 07:00:00,20.6,76,2.94,2.0
2024-01-06 08:00:00,22.4,70,3.01,92.0
2024-01-06 09:00:00,25.0,62,2.4,277.0
2024-01-06 10:00:00,27.9,54,2.21,475.0
2024-01-06 11:00:00,30.5,45,2.92,613.0
2024-01-06 12:00:00,31.7,35,3.4,701.0
2024-01-06 13:00:00,31.8,36,4.2,723.0
2024-01-06 14:00:00,30.8,38,5.94,630.0
2024-01-06 15:00:00,30.2,37,5.94,540.0
2024-01-06 16:00:00,29.4,39,5.47,378.0
2024-01-06 17:00:00,27.6,56,4.98,182.0
2024-01-06 18:00:00,26.2,60,4.52,25.0
2024-01-06 19:00:00,25.7,66,4.48,0.0
2024-01-06 20:00:00,25.3,65,4.43,0.0
2024-01-06 21:00:00,24.9,61,4.34,0.0
2024-01-06 22:00:00,24.3,63,4.08,0.0
2024-01-06 23:00:00,23.7,65,3.42,0.0
2024-01-07 00:00:00,23.1,67,2.4,0.0
2024-01-07 01:00:00,22.0,71,1.6,0.0
2024-01-07 02:00:00,21.7,74,2.04,0.0
2024-01-07 03:00:00,21.1,76,1.71,0.0
2024-01-07 04:00:00,20.9,76,1.91,0.0
2024-01-07 05:00:00,21.1,74,2.08,0.0
2024-01-07 06:00:00,21.6,74,1.82,0.0
2024-01-07 07:00:00,21.2,76,1.9,2.0
2024-01-07 08:00:00,22.6,70,2.8,82.0
2024-01-07 09:00:00,25.7,58,2.91,252.0
2024-01-07 10:00:00,28.4,48,2.22,361.0
2024-01-07 11:00:00,30.2,43,1.26,511.0
2024-01-07 12:00:00,31.4,40,1.0,699.0
2024-01-07 13:00:00,31.7,39,1.98,715.0
2024-01-07 14:00:00,30.7,47,3.85,655.0
2024-01-07 15:00:00,29.5,52,4.61,532.0
2024-01-07 16:00:00,28.5,56,4.31,358.0
2024-01-07 17:00:00,27.6,61,4.06,176.0
2024-01-07 18:00:00,25.7,72,4.55,26.0
2024-01-07 19:00:00,25.0,75,4.81,0.0
2024-01-07 20:00:00,24.9,73,4.12,0.0
2024-01-07 21:00:00,24.6,72,3.61,0.0
2024-01-07 22:00:00,24.3,68,2.15,0.0
2024-01-07 23:00:00,23.1,73,1.91,0.0
2024-01-08 00:00:00,23.1,71,1.51,0.0
2024-01-08 01:00:00,22.9,73,1.7,0.0
2024-01-08 02:00:00,22.3,76,1.84,0.0
2024-01-08 03:00:00,21.9,78,1.61,0.0
2024-01-08 04:00:00,21.8,77,1.56,0.0
2024-01-08 05:00:00,21.5,77,1.94,0.0
2024-01-08 06:00:00,22.0,77,2.51,0.0
2024-01-08 07:00:00,21.9,75,2.97,2.0
2024-01-08 08:00:00,24.5,63,3.77,93.0
2024-01-08 09:00:00,28.2,45,4.04,282.0
2024-01-08 10:00:00,30.1,38,4.53,469.0
2024-01-08 11:00:00,31.5,35,3.72,610.0
2024-01-08 12:00:00,32.5,34,2.62,692.0
2024-01-08 13:00:00,32.9,34,1.82,717.0
2024-01-08 14:00:00,32.8,35,2.51,653.0
2024-01-08 15:00:00,31.8,37,4.41,532.0
2024-01-08 16:00:00,30.2,42,4.9,354.0
2024-01-08 17:00:00,29.3,46,3.38,176.0
2024-01-08 18:00:00,27.6,57,4.38,26.0
2024-01-08 19:00:00,26.9,57,4.58,0.0
2024-01-08 20:00:00,26.6,59,4.49,0.0
2024-01-08 21:00:00,26.2,56,3.4,0.0
2024-01-08 22:00:00,25.8,57,3.23,0.0
2024-01-08 23:00:00,25.5,59,2.15,0.0
2024-01-09 00:00:00,25.4,60,0.81,0.0
2024-01-09 01:00:00,24.5,65,2.52,0.0
2024-01-09 02:00:00,24.0,72,2.41,0.0
2024-01-09 03:00:00,23.4,75,1.91,0.0
2024-01-09 04:00:00,23.4,78,1.92,0.0
2024-01-09 05:00:00,23.4,77,1.9,0.0
2024-01-09 06:00:00,22.8,81,2.21,0.0
2024-01-09 07:00:00,24.1,79,1.39,1.0
2024-01-09 08:00:00,26.0,76,1.22,86.0
2024-01-09 09:00:00,27.5,70,0.5,270.0
2024-01-09 10:00:00,29.0,60,0.98,452.0
2024-01-09 11:00:00,30.3,51,1.55,573.0
2024-01-09 12:00:00,30.7,49,1.64,633.0
2024-01-09 13:00:00,30.6,52,2.26,566.0
2024-01-09 14:00:00,30.3,54,3.2,556.0
2024-01-09 15:00:00,29.3,56,2.86,420.0
2024-01-09 16:00:00,28.9,58,2.88,255.0
2024-01-09 17:00:00,26.6,71,3.54,129.0
2024-01-09 18:00:00,26.6,71,0.61,23.0
2024-01-09 19:00:00,25.7,76,1.75,0.0
2024-01-09 20:00:00,24.8,81,2.81,0.0
2024-01-09 21:00:00,24.5,82,2.21,0.0
2024-01-09 22:00:00,24.0,86,2.14,0.0
2024-01-09 23:00:00,23.5,89,1.3,0.0
2024-01-10 00:00:00,23.3,89,1.5,0.0
2024-01-10 01:00:00,23.0,89,1.7,0.0
2024-01-10 02:00:00,22.8,89,1.4,0.0
2024-01-10 03:00:00,22.9,86,2.62,0.0
2024-01-10 04:00:00,22.4,84,2.86,0.0
2024-01-10 05:00:00,21.9,88,2.94,0.0
2024-01-10 06:00:00,22.5,80,1.49,0.0
2024-01-10 07:00:00,22.5,81,2.2,1.0
2024-01-10 08:00:00,23.7,77,2.77,83.0
2024-01-10 09:00:00,26.1,66,2.5,261.0
2024-01-10 10:00:00,28.8,50,2.42,448.0
2024-01-10 11:00:00,30.5,45,1.71,595.0
2024-01-10 12:00:00,29.7,52,3.2,602.0
2024-01-10 13:00:00,29.5,51,0.36,572.0
2024-01-10 14:00:00,29.1,54,0.95,454.0
2024-01-10 15:00:00,29.0,56,2.15,457.0
2024-01-10 16:00:00,28.6,59,1.79,288.0
2024-01-10 17:00:00,28.1,61,2.06,162.0
2024-01-10 18:00:00,27.2,63,2.12,27.0
2024-01-10 19:00:00,26.2,70,2.16,0.0
2024-01-10 20:00:00,25.7,74,2.27,0.0
2024-01-10 21:00:00,25.3,78,2.91,0.0
2024-01-10 22:00:00,25.1,79,3.01,0.0
2024-01-10 23:00:00,24.6,80,2.64,0.0
2024-01-11 00:00:00,24.4,77,2.67,0.0
2024-01-11 01:00:00,24.1,77,1.84,0.0
2024-01-11 02:00:00,23.6,80,1.87,0.0
2024-01-11 03:00:00,23.5,81,0.67,0.0
2024-01-11 04:00:00,23.0,89,2.82,0.0
2024-01-11 05:00:00,22.6,88,1.7,0.0
2024-01-11 06:00:00,23.5,81,1.58,0.0
2024-01-11 07:00:00,23.3,81,2.27,2.0
2024-01-11 08:00:00,24.8,75,2.83,78.0
2024-01-11 09:00:00,27.5,63,2.48,238.0
2024-01-11 10:00:00,30.0,50,2.7,415.0
2024-01-11 11:00:00,31.6,42,2.33,561.0
2024-01-11 12:00:00,32.4,40,1.33,682.0
2024-01-11 13:00:00,32.8,40,1.56,710.0
2024-01-11 14:00:00,32.3,47,3.09,663.0
2024-01-11 15:00:00,31.2,54,4.36,538.0
2024-01-11 16:00:00,30.2,55,4.74,374.0
2024-01-11 17:00:00,29.1,61,4.02,188.0
2024-01-11 18:00:00,27.5,64,4.66,30.0
2024-01-11 19:00:00,27.0,67,4.88,0.0
2024-01-11 20:00:00,26.6,70,4.78,0.0
2024-01-11 21:00:00,26.3,66,4.63,0.0
2024-01-11 22:00:00,26.1,64,4.22,0.0
2024-01-11 23:00:00,25.7,64,3.45,0.0
2024-01-12 00:00:00,25.3,66,3.01,0.0
2024-01-12 01:00:00,25.0,68,2.83,0.0
2024-01-12 02:00:00,24.7,68,2.63,0.0
2024-01-12 03:00:00,24.3,69,2.28,0.0
2024-01-12 04:00:00,23.7,71,2.01,0.0
2024-01-12 05:00:00,23.1,73,1.94,0.0
2024-01-12 06:00:00,23.3,80,2.39,0.0
2024-01-12 07:00:00,22.8,83,2.05,2.0
2024-01-12 08:00:00,24.2,78,2.56,91.0
2024-01-12 09:00:00,27.4,66,2.06,281.0
2024-01-12 10:00:00,31.0,51,2.12,471.0
2024-01-12 11:00:00,32.8,43,1.61,620.0
2024-01-12 12:00:00,33.9,36,0.63,711.0
2024-01-12 13:00:00,34.2,34,1.5,732.0
2024-01-12 14:00:00,33.3,45,3.26,664.0
2024-01-12 15:00:00,32.3,51,3.68,556.0
2024-01-12 16:00:00,30.9,54,3.78,390.0
2024-01-12 17:00:00,29.1,61,3.61,197.0
2024-01-12 18:00:00,27.5,65,4.49,33.0
2024-01-12 19:00:00,27.1,67,5.1,0.0
2024-01-12 20:00:00,27.0,62,5.06,0.0
2024-01-12 21:00:00,26.8,59,4.71,0.0
2024-01-12 22:00:00,26.1,61,4.2,0.0
2024-01-12 23:00:00,25.2,63,3.68,0.0
2024-01-13 00:00:00,24.8,66,3.09,0.0
2024-01-13 01:00:00,24.3,68,2.33,0.0
2024-01-13 02:00:00,22.9,76,2.35,0.0
2024-01-13 03:00:00,22.1,80,2.55,0.0
2024-01-13 04:00:00,21.5,83,2.34,0.0
2024-01-13 05:00:00,20.9,86,2.25,0.0
2024-01-13 06:00:00,21.0,87,1.66,0.0
2024-01-13 07:00:00,20.7,89,1.64,2.0
2024-01-13 08:00:00,23.3,77,1.22,94.0
2024-01-13 09:00:00,26.9,61,1.1,289.0
2024-01-13 10:00:00,30.3,46,1.22,483.0
2024-01-13 11:00:00,32.4,38,1.56,634.0
2024-01-13 12:00:00,32.9,40,2.36,723.0
2024-01-13 13:00:00,32.7,45,3.83,743.0
2024-01-13 14:00:00,32.6,41,4.72,691.0
2024-01-13 15:00:00,32.0,43,5.02,573.0
2024-01-13 16:00:00,30.9,52,5.12,394.0
2024-01-13 17:00:00,29.5,61,5.06,196.0
2024-01-13 18:00:00,27.5,64,3.71,33.0
2024-01-13 19:00:00,26.8,62,3.89,0.0
2024-01-13 20:00:00,26.4,61,3.96,0.0
2024-01-13 21:00:00,26.1,59,3.67,0.0
2024-01-13 22:00:00,25.6,55,3.31,0.0
2024-01-13 23:00:00,24.9,55,2.16,0.0
2024-01-14 00:00:00,22.9,63,2.25,0.0
2024-01-14 01:00:00,22.3,66,2.15,0.0
2024-01-14 02:00:00,22.3,65,1.68,0.0
2024-01-14 03:00:00,22.6,65,2.28,0.0
2024-01-14 04:00:00,22.5,64,2.43,0.0
2024-01-14 05:00:00,22.1,64,2.0,0.0
2024-01-14 06:00:00,22.2,66,1.8,0.0
2024-01-14 07:00:00,21.2,72,1.77,2.0
2024-01-14 08:00:00,23.7,64,1.93,94.0
2024-01-14 09:00:00,27.0,53,1.7,288.0
2024-01-14 10:00:00,29.9,41,2.42,480.0
2024-01-14 11:00:00,31.8,32,2.55,632.0
2024-01-14 12:00:00,32.7,31,2.88,723.0
2024-01-14 13:00:00,32.4,37,4.25,744.0
2024-01-14 14:00:00,31.8,39,5.3,693.0
2024-01-14 15:00:00,31.3,38,5.48,576.0
2024-01-14 16:00:00,30.5,41,5.41,405.0
2024-01-14 17:00:00,28.9,46,4.84,204.0
2024-01-14 18:00:00,27.4,44,5.12,35.0
2024-01-14 19:00:00,26.5,43,4.98,0.0
2024-01-14 20:00:00,25.8,41,4.82,0.0
2024-01-14 21:00:00,25.1,39,4.5,0.0
2024-01-14 22:00:00,24.6,38,3.98,0.0
2024-01-14 23:00:00,24.2,38,3.55,0.0
2024-01-15 00:00:00,23.7,39,3.22,0.0
2024-01-15 01:00:00,23.3,39,3.18,0.0
2024-01-15 02:00:00,22.8,39,3.09,0.0
2024-01-15 03:00:00,22.3,40,2.95,0.0
2024-01-15 04:00:00,21.7,41,2.66,0.0
2024-01-15 05:00:00,21.1,42,2.42,0.0
2024-01-15 06:00:00,20.3,46,2.08,0.0
2024-01-15 07:00:00,20.0,47,2.06,2.0
2024-01-15 08:00:00,22.3,43,2.75,98.0
2024-01-15 09:00:00,25.3,36,2.11,300.0
2024-01-15 10:00:00,27.7,29,2.64,499.0
2024-01-15 11:00:00,29.1,27,2.61,654.0
2024-01-15 12:00:00,30.0,26,2.95,748.0
2024-01-15 13:00:00,30.1,27,3.96,769.0
2024-01-15 14:00:00,29.4,32,5.17,717.0
2024-01-15 15:00:00,28.4,35,5.8,597.0
2024-01-15 16:00:00,27.5,36,5.81,423.0
2024-01-15 17:00:00,26.3,40,5.36,216.0
2024-01-15 18:00:00,25.0,47,4.94,38.0
2024-01-15 19:00:00,24.3,51,4.83,0.0
2024-01-15 20:00:00,23.9,52,4.62,0.0
2024-01-15 21:00:00,23.2,56,4.05,0.0
2024-01-15 22:00:00,22.5,62,3.22,0.0
2024-01-15 23:00:00,21.1,67,1.94,0.0
2024-01-16 00:00:00,19.5,65,1.61,0.0
2024-01-16 01:00:00,18.3,65,2.46,0.0
2024-01-16 02:00:00,18.8,61,2.06,0.0
2024-01-16 03:00:00,18.6,60,2.15,0.0
2024-01-16 04:00:00,18.4,61,2.06,0.0
2024-01-16 05:00:00,17.7,64,1.87,0.0
2024-01-16 06:00:00,18.3,68,1.9,0.0
2024-01-16 07:00:00,18.1,69,1.71,2.0
2024-01-16 08:00:00,20.1,60,2.25,98.0
2024-01-16 09:00:00,22.9,49,1.89,300.0
2024-01-16 10:00:00,25.7,39,2.2,503.0
2024-01-16 11:00:00,27.5,34,2.47,659.0
2024-01-16 12:00:00,28.4,33,3.19,752.0
2024-01-16 13:00:00,28.4,38,4.26,773.0
2024-01-16 14:00:00,27.7,43,4.83,721.0
2024-01-16 15:00:00,27.1,44,4.72,601.0
2024-01-16 16:00:00,26.4,48,4.44,426.0
2024-01-16 17:00:00,25.2,56,4.6,218.0
2024-01-16 18:00:00,23.9,63,4.2,39.0
2024-01-16 19:00:00,23.3,66,3.71,0.0
2024-01-16 20:00:00,22.6,67,3.27,0.0
2024-01-16 21:00:00,21.9,70,2.75,0.0
2024-01-16 22:00:00,20.7,74,1.87,0.0
2024-01-16 23:00:00,19.2,75,1.75,0.0
2024-01-17 00:00:00,17.9,77,2.47,0.0
2024-01-17 01:00:00,17.8,74,2.0,0.0
2024-01-17 02:00:00,17.5,72,1.92,0.0
2024-01-17 03:00:00,16.6,75,2.15,0.0
2024-01-17 04:00:00,16.6,74,2.06,0.0
2024-01-17 05:00:00,17.1,69,1.71,0.0
2024-01-17 06:00:00,17.9,74,1.92,0.0
2024-01-17 07:00:00,18.4,72,1.84,2.0
2024-01-17 08:00:00,20.5,66,2.33,94.0
2024-01-17 09:00:00,23.2,57,1.84,286.0
2024-01-17 10:00:00,25.7,49,2.11,495.0
2024-01-17 11:00:00,27.1,44,2.3,648.0
2024-01-17 12:00:00,27.6,47,3.11,740.0
2024-01-17 13:00:00,27.5,49,3.98,761.0
2024-01-17 14:00:00,27.0,50,4.3,712.0
2024-01-17 15:00:00,26.6,52,4.07,594.0
2024-01-17 16:00:00,26.0,55,4.12,420.0
2024-01-17 17:00:00,24.9,61,3.66,215.0
2024-01-17 18:00:00,23.7,67,3.4,40.0
2024-01-17 19:00:00,23.2,68,2.91,0.0
2024-01-17 20:00:00,22.6,70,2.25,0.0
2024-01-17 21:00:00,21.9,74,1.93,0.0
2024-01-17 22:00:00,21.0,78,1.7,0.0
2024-01-17 23:00:00,20.0,81,1.64,0.0
2024-01-18 00:00:00,19.3,77,1.89,0.0
2024-01-18 01:00:00,18.4,78,1.61,0.0
2024-01-18 02:00:00,17.4,82,2.4,0.0
2024-01-18 03:00:00,17.0,83,2.42,0.0
2024-01-18 04:00:00,17.3,82,1.93,0.0
2024-01-18 05:00:00,17.4,83,1.71,0.0
2024-01-18 06:00:00,17.4,87,0.86,0.0
2024-01-18 07:00:00,17.7,85,0.89,1.0
2024-01-18 08:00:00,19.6,78,1.22,85.0
2024-01-18 09:00:00,23.0,65,0.72,274.0
2024-01-18 10:00:00,25.3,53,1.22,486.0
2024-01-18 11:00:00,26.9,44,1.25,642.0
2024-01-18 12:00:00,27.8,41,1.43,737.0
2024-01-18 13:00:00,27.9,43,3.03,761.0
2024-01-18 14:00:00,27.1,49,4.59,712.0
2024-01-18 15:00:00,26.7,49,4.52,594.0
2024-01-18 16:00:00,26.0,51,4.62,421.0
2024-01-18 17:00:00,25.1,54,4.74,216.0
2024-01-18 18:00:00,23.8,59,4.19,41.0
2024-01-18 19:00:00,23.5,60,4.19,0.0
2024-01-18 20:00:00,23.2,61,3.98,0.0
2024-01-18 21:00:00,22.5,66,3.67,0.0
2024-01-18 22:00:00,21.6,73,2.79,0.0
2024-01-18 23:00:00,20.5,75,1.94,0.0
2024-01-19 00:00:00,19.0,78,1.7,0.0
2024-01-19 01:00:00,18.2,81,2.28,0.0
2024-01-19 02:00:00,18.2,81,2.06,0.0
2024-01-19 03:00:00,17.6,84,2.22,0.0
2024-01-19 04:00:00,17.2,85,2.39,0.0
2024-01-19 05:00:00,17.0,84,2.13,0.0
2024-01-19 06:00:00,16.9,86,1.84,0.0
2024-01-19 07:00:00,16.7,87,1.56,2.0
2024-01-19 08:00:00,19.2,75,1.27,93.0
2024-01-19 09:00:00,22.6,62,0.99,292.0
2024-01-19 10:00:00,25.4,50,0.67,493.0
2024-01-19 11:00:00,27.1,44,0.7,651.0
2024-01-19 12:00:00,27.7,44,2.11,746.0
2024-01-19 13:00:00,27.7,47,3.21,772.0
2024-01-19 14:00:00,27.6,48,3.64,722.0
2024-01-19 15:00:00,27.4,49,3.53,603.0
2024-01-19 16:00:00,26.8,52,3.55,428.0
2024-01-19 17:00:00,25.7,57,3.54,221.0
2024-01-19 18:00:00,23.8,74,3.68,42.0
2024-01-19 19:00:00,23.2,78,3.16,0.0
2024-01-19 20:00:00,22.5,81,2.33,0.0
2024-01-19 21:00:00,21.9,85,2.16,0.0
2024-01-19 22:00:00,21.3,85,1.9,0.0
2024-01-19 23:00:00,20.5,83,1.73,0.0
2024-01-20 00:00:00,19.6,84,2.31,0.0
2024-01-20 01:00:00,18.9,86,2.62,0.0
2024-01-20 02:00:00,19.4,81,1.81,0.0
2024-01-20 03:00:00,19.5,76,2.51,0.0
2024-01-20 04:00:00,19.2,74,2.71,0.0
2024-01-20 05:00:00,18.9,73,2.6,0.0
2024-01-20 06:00:00,18.2,91,1.84,0.0
2024-01-20 07:00:00,18.2,89,1.84,1.0
2024-01-20 08:00:00,19.7,83,1.91,88.0
2024-01-20 09:00:00,22.3,78,1.64,268.0
2024-01-20 10:00:00,25.3,66,1.2,480.0
2024-01-20 11:00:00,27.2,54,1.22,643.0
2024-01-20 12:00:00,28.2,47,2.69,741.0
2024-01-20 13:00:00,28.4,45,4.66,766.0
2024-01-20 14:00:00,28.0,46,6.01,719.0
2024-01-20 15:00:00,27.5,45,6.1,604.0
2024-01-20 16:00:00,26.8,47,5.86,431.0
2024-01-20 17:00:00,25.6,53,5.51,224.0
2024-01-20 18:00:00,24.1,61,5.46,43.0
2024-01-20 19:00:00,23.7,62,5.16,0.0
2024-01-20 20:00:00,23.3,61,4.92,0.0
2024-01-20 21:00:00,22.7,61,4.3,0.0
2024-01-20 22:00:00,22.2,56,3.41,0.0
2024-01-20 23:00:00,21.7,53,2.86,0.0
2024-01-21 00:00:00,21.2,54,2.98,0.0
2024-01-21 01:00:00,21.1,53,3.72,0.0
2024-01-21 02:00:00,21.0,52,4.02,0.0
2024-01-21 03:00:00,20.6,53,3.34,0.0
2024-01-21 04:00:00,20.0,54,2.45,0.0
2024-01-21 05:00:00,19.1,58,1.9,0.0
2024-01-21 06:00:00,18.0,65,1.79,0.0
2024-01-21 07:00:00,17.5,69,1.66,2.0
2024-01-21 08:00:00,20.0,62,2.14,99.0
2024-01-21 09:00:00,22.8,55,1.98,303.0
2024-01-21 10:00:00,25.9,47,2.19,503.0
2024-01-21 11:00:00,28.5,39,1.58,660.0
2024-01-21 12:00:00,29.9,35,0.73,756.0
2024-01-21 13:00:00,30.2,36,1.99,779.0
2024-01-21 14:00:00,29.4,46,4.07,730.0
2024-01-21 15:00:00,28.6,47,5.1,612.0
2024-01-21 16:00:00,28.1,44,4.89,435.0
2024-01-21 17:00:00,27.1,51,4.48,228.0
2024-01-21 18:00:00,25.6,57,4.21,45.0
2024-01-21 19:00:00,24.7,60,3.83,0.0
2024-01-21 20:00:00,24.0,58,3.81,0.0
2024-01-21 21:00:00,23.9,51,3.85,0.0
2024-01-21 22:00:00,23.0,48,2.06,0.0
2024-01-21 23:00:00,20.9,53,2.56,0.0
2024-01-22 00:00:00,20.5,51,2.31,0.0
2024-01-22 01:00:00,20.1,53,1.81,0.0
2024-01-22 02:00:00,21.1,49,1.56,0.0
2024-01-22 03:00:00,19.1,56,2.12,0.0
2024-01-22 04:00:00,18.2,59,1.91,0.0
2024-01-22 05:00:00,17.3,64,2.12,0.0
2024-01-22 06:00:00,17.5,65,1.42,0.0
2024-01-22 07:00:00,17.6,69,1.36,2.0
2024-01-22 08:00:00,19.7,64,1.8,90.0
2024-01-22 09:00:00,23.1,54,1.17,288.0
2024-01-22 10:00:00,26.4,45,0.3,498.0
2024-01-22 11:00:00,28.7,38,0.22,655.0
